,0
0,0.8260869565217391
1,0.8260869565217391
2,0.8260869565217391
3,0.8260869565217391
4,0.8260869565217391
5,0.8260869565217391
6,0.8260869565217391
7,0.8260869565217391
8,0.8260869565217391
9,0.8260869565217391
10,0.8260869565217391
11,0.8260869565217391
12,0.8260869565217391
13,0.8260869565217391
14,0.8260869565217391
15,0.8260869565217391
16,0.8260869565217391
17,0.8260869565217391
18,0.8260869565217391
19,0.8260869565217391
20,0.8260869565217391
21,0.8260869565217391
22,0.8260869565217391
23,0.8260869565217391
24,0.8260869565217391
25,0.8260869565217391
26,0.8260869565217391
27,0.8260869565217391
28,0.8260869565217391
29,0.8260869565217391
30,0.8260869565217391
31,0.8260869565217391
32,0.8260869565217391
33,0.8260869565217391
34,0.8260869565217391
35,0.8260869565217391
36,0.8260869565217391
37,0.8260869565217391
38,0.8260869565217391
39,0.8260869565217391
40,0.8260869565217391
41,0.8260869565217391
42,0.8260869565217391
43,0.8260869565217391
44,0.8260869565217391
45,0.8260869565217391
46,0.8260869565217391
47,0.8260869565217391
48,0.8260869565217391
49,0.8260869565217391
50,0.8260869565217391
51,0.8260869565217391
52,0.8260869565217391
53,0.8260869565217391
54,0.8260869565217391
55,0.8260869565217391
56,0.8260869565217391
57,0.8260869565217391
58,0.8260869565217391
59,0.8260869565217391
60,0.8260869565217391
61,0.8260869565217391
62,0.8260869565217391
63,0.8260869565217391
64,0.8260869565217391
65,0.8260869565217391
66,0.8260869565217391
67,0.8260869565217391
68,0.8260869565217391
69,0.8260869565217391
70,0.8260869565217391
71,0.8260869565217391
72,0.8260869565217391
73,0.8260869565217391
74,0.8260869565217391
75,0.8260869565217391
76,0.8260869565217391
77,0.8260869565217391
78,0.8260869565217391
79,0.8260869565217391
80,0.8260869565217391
81,0.8260869565217391
82,0.8260869565217391
83,0.8260869565217391
84,0.8260869565217391
85,0.8260869565217391
86,0.8260869565217391
87,0.8260869565217391
88,0.8260869565217391
89,0.8260869565217391
90,0.8260869565217391
91,0.8260869565217391
92,0.8260869565217391
93,0.8260869565217391
94,0.8260869565217391
95,0.8260869565217391
96,0.8260869565217391
97,0.8260869565217391
98,0.8260869565217391
99,0.8260869565217391
100,0.8260869565217391
101,0.8260869565217391
102,0.8260869565217391
103,0.8260869565217391
104,0.8260869565217391
105,0.8260869565217391
106,0.8260869565217391
107,0.8260869565217391
108,0.8260869565217391
109,0.8260869565217391
110,0.8260869565217391
111,0.8260869565217391
112,0.8260869565217391
113,0.8260869565217391
114,0.8260869565217391
115,0.8260869565217391
116,0.8260869565217391
117,0.8260869565217391
118,0.8260869565217391
119,0.8260869565217391
120,0.8260869565217391
121,0.8260869565217391
122,0.8260869565217391
123,0.8260869565217391
124,0.8260869565217391
125,0.8260869565217391
126,0.8260869565217391
127,0.8260869565217391
128,0.8260869565217391
129,0.8260869565217391
130,0.8260869565217391
131,0.8260869565217391
132,0.8260869565217391
133,0.8260869565217391
134,0.8260869565217391
135,0.8260869565217391
136,0.8260869565217391
137,0.8260869565217391
138,0.8260869565217391
139,0.8260869565217391
140,0.8260869565217391
141,0.8260869565217391
142,0.8260869565217391
143,0.8260869565217391
144,0.8260869565217391
145,0.8260869565217391
146,0.8260869565217391
147,0.8260869565217391
148,0.8260869565217391
149,0.8260869565217391
150,0.8260869565217391
151,0.8260869565217391
152,0.8260869565217391
153,0.8260869565217391
154,0.8260869565217391
155,0.8260869565217391
156,0.8260869565217391
157,0.8260869565217391
158,0.8300395256916996
159,0.8300395256916996
160,0.8300395256916996
161,0.8300395256916996
162,0.8300395256916996
163,0.8300395256916996
164,0.8300395256916996
165,0.8300395256916996
166,0.8300395256916996
167,0.8300395256916996
168,0.8300395256916996
169,0.8300395256916996
170,0.8300395256916996
171,0.8300395256916996
172,0.8300395256916996
173,0.8300395256916996
174,0.8300395256916996
175,0.8300395256916996
176,0.8300395256916996
177,0.8300395256916996
178,0.8300395256916996
179,0.8300395256916996
180,0.8300395256916996
181,0.8300395256916996
182,0.8300395256916996
183,0.8300395256916996
184,0.8300395256916996
185,0.8300395256916996
186,0.8300395256916996
187,0.8300395256916996
188,0.8300395256916996
189,0.8300395256916996
190,0.8300395256916996
191,0.8300395256916996
192,0.8300395256916996
193,0.8300395256916996
194,0.8300395256916996
195,0.8300395256916996
196,0.8300395256916996
197,0.8300395256916996
198,0.8300395256916996
199,0.8300395256916996
