,0
1,0.652834008
2,0.652834008
3,0.652834008
4,0.652834008
5,0.652834008
6,0.652834008
7,0.652834008
8,0.652834008
9,0.652834008
10,0.652834008
11,0.652834008
12,0.652834008
13,0.652834008
14,0.652834008
15,0.652834008
16,0.652834008
17,0.652834008
18,0.652834008
19,0.652834008
20,0.652834008
21,0.652834008
22,0.652834008
23,0.652834008
24,0.652834008
25,0.652834008
26,0.652834008
27,0.652834008
28,0.652834008
29,0.652834008
30,0.652834008
31,0.652834008
32,0.652834008
33,0.652834008
34,0.652834008
35,0.652834008
36,0.652834008
37,0.652834008
38,0.652834008
39,0.652834008
40,0.652834008
41,0.652834008
42,0.652834008
43,0.652834008
44,0.652834008
45,0.652834008
46,0.652834008
47,0.652834008
48,0.652834008
49,0.652834008
50,0.652834008
